value
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation
3868983|BAA34299.1|AB015853.1|1|1|mexX|mexX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexX AB015853.1:146-1315
73809976|AAZ85965.1|DQ092424.1|1|1|blaEC-5|blaEC|cephalosporin-hydrolyzing_class_C_beta-lactamase_EC-5 DQ092424.1:185-1318
282165972|ADA79992.1|GQ900446.1|1|1|merT_pI258|merT_pI258|mercuric_transport_protein_MerT GQ900446.1:6848-6462
2635023|CAB14519.1|AL009126.3|1|1|arsC_thio|arsC_thio|thioredoxin-dependent_arsenate_reductase AL009126.3:2655741-2655322
43720|CAA77325.1|Z00027.1|1|1|merE|merE|broad-spectrum_mercury_transporter_MerE Z00027.1:3395-3631
4115576|BAA36431.1|AB013925.1|1|1|merR_Ps|merR_Ps|mercury_resistance_transcriptional_regulator_MerR AB013925.1:642-208
414709724|CCN31428.1|HF536482.1|1|1|crcB|crcB|fluoride_efflux_transporter_CrcB HF536482.1:4176810-4177223
309973285|ADO96486.1|CP002276.1|1|1|hmrM|hmrM|sodium-coupled_multidrug_efflux_MATE_transporter_HmrM CP002276.1:1146068-1144674
33391260|AAQ17236.1|AY259130.1|1|1|mco|mco|multi-copper_oxidase_Mco AY259130.1:2233-3621
455313|AAA98221.1|M24940.1|1|1|merR_Ps|merR_Ps|mercury_resistance_transcriptional_regulator_MerR M24940.1:1111-677
196475602|ACG76368.1|EU916833.1|1|1|arsP|arsP|organoarsenical_efflux_permease_ArsP EU916833.1:1-948
1061416|AAB09626.1|U38947.1|1|1|arsA|arsA|arsenite_efflux_transporter_ATPase_subunit_ArsA U38947.1:901-2652
24984576|AAN68576.1|AE015451.2|1|1|mrdH|mrdH|Ni(II)/Co(II)_efflux_transporter_permease_subunit_MrdH AE015451.2:3371774-3370641
2660543|CAA05105.1|AJ001932.1|1|1|copP|copP|copper-binding_metallochaperone_CopP AJ001932.1:5306-5506
150728|AAA25637.1|M86824.1|1|1|arsB_pI258|arsB_pI258|arsenite_efflux_transporter_membrane_subunit_ArsB M86824.1:587-1876
150727|AAA25636.1|M86824.1|1|1|arsR_pI258|arsR_pI258|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR M86824.1:273-587
150633|AAA98222.1|M24940.1|1|1|merT|merT|mercuric_transport_protein_MerT M24940.1:1183-1533
150634|AAA98223.1|M24940.1|1|1|MerP_Gneg|MerP_Gneg|mercury_resistance_system_periplasmic_binding_protein_MerP M24940.1:1549-1824
1061414|AAB09624.1|U38947.1|1|1|arsR_R46|arsR_R46|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR U38947.1:120-473
619128|CAA58525.1|X83541.1|1|1|pcoA|pcoA|multicopper_oxidase_PcoA X83541.1:267-2084
2947085|AAC38229.1|U90263.1|1|1|merR_Ps|merR_Ps|mercury_resistance_transcriptional_regulator_MerR U90263.1:1922-1488
73809982|AAZ85968.1|DQ092427.1|1|1|blaEC-8|blaEC|cephalosporin-hydrolyzing_class_C_beta-lactamase_EC-8 DQ092427.1:185-1318
773673|AAA65103.1|L31363.1|1|1|nccH|nccH|nickel/cobalt/cadmium_resistance_ECF_sigma_factor_NccH L31363.1:950-1510
1653492|BAA18405.1|BA000022.2|1|1|acr3|acr3|arsenite_efflux_transporter_Acr3 BA000022.2:2010218-2011369
3818601|AAC69584.1|AF091251.1|1|1|ybtQ|ybtQ|yersiniabactin_ABC_transporter_ATP-binding/permease_protein_YbtQ AF091251.1:7526-5724
459907|AAA98245.1|L29436.1|1|1|merA|merA|mercury(II)_reductase L29436.1:3148-4791
4588029|AAD25959.1|AF138877.1|1|1|merR_Bc2|merR_Bc2|mercury_resistance_transcriptional_regulator_MerR2 AF138877.1:5016-5405
4206627|AAD11746.1|AF067954.1|1|1|silC|silC|Cu(+)/Ag(+)_efflux_RND_transporter_outer_membrane_channel_SilC AF067954.1:3933-5318
1181183|AAA86846.1|U59239.2|1|1|terZ|terZ|tellurium_resistance-associated_protein_TerZ U59239.2:2802-3383
11071585|CAC14596.1|AJ252200.1|1|1|smeF|smeF|multidrug_efflux_RND_transporter_outer_membrane_subunit_SmeF AJ252200.1:4494-5894
15528432|CAC69249.1|AJ251743.1|1|1|merT|merT|mercuric_transport_protein_MerT AJ251743.1:1436-1786
1653494|BAA18407.1|BA000022.2|1|1|arsC_thio|arsC_thio|thioredoxin-dependent_arsenate_reductase BA000022.2:2012231-2012626
15528431|CAC69248.1|AJ251743.1|1|1|merR_Ps|merR_Ps|mercury_resistance_transcriptional_regulator_MerR AJ251743.1:1364-909
9656086|AAF94731.1|AE003852.1|1|1|almG|almG|glycine--lipid_A_transferase_AlmG AE003852.1:1688259-1687438
9948545|AAG05881.1|AE004091.2|1|1|mexE|mexE|MexE_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit AE004091.2:2808743-2809987
152519|AAA26402.1|M62426.1|1|1|klaB|klaB|tellurium_resistance_system_protein_klaB M62426.1:888-2024
151859|AAA21096.1|J02591.1|1|1|arsC_gluta|arsC_gluta|glutaredoxin-dependent_arsenate_reductase J02591.1:3286-3711
151857|AAA21094.1|J02591.1|1|1|arsA|arsA|arsenite_efflux_transporter_ATPase_subunit_ArsA J02591.1:184-1935
151181|AAA25803.1|L05176.1|1|1|copR|copR|heavy_metal_response_regulator_transcription_factor_CopR L05176.1:149-832
155346|AAA27589.1|M80565.1|1|1|arsC_thio|arsC_thio|thioredoxin-dependent_arsenate_reductase M80565.1:1971-2366
99030337|ABF61434.1|DQ517331.2|1|1|ncrA|ncrA|Metal_Resistance DQ517331.2:76-1374
18476187|AAL05407.1|AY048044.2|1|1|tcrB|tcrB|copper-translocating_P-type_ATPase_TcrB AY048044.2:4747-6879
155344|AAA27587.1|M80565.1|1|1|arsR_pSX267|arsR_pSX267|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR M80565.1:350-664
93358981|ABF13067.1|CP000355.2|1|1|cnrC|cnrC|nickel_efflux_RND_transporter_outer_membrane_subunit_CnrC CP000355.2:54685-55941
1354147|AAC44736.1|U49054.1|1|1|terW|terW|tellurium_resistance_protein_TerW U49054.1:205-672
4206631|AAD11750.1|AF067954.1|1|1|silP|silP|Ag(+)-translocating_P-type_ATPase_SilP AF067954.1:10889-13363
2947089|AAC38233.1|U90263.1|1|1|merC|merC|organomercurial_transporter_MerC U90263.1:3499-3924
2944143|AAC38221.1|U80214.1|1|1|merD|merD|mercury_resistance_co-regulator_MerD U80214.1:3067-3432
2944142|AAC38220.1|U80214.1|1|1|merA|merA|mercury(II)_reductase U80214.1:1365-3050
24984577|AAN68577.1|AE015451.2|1|1|mreA|mreA|metal-sensing_transcriptional_repressor_MreA AE015451.2:3372072-3371785
2588785|BAA23166.1|D83080.2|1|1|merG|merG|phenylmercury_resistance_protein_MerG D83080.2:3363-4016
2947093|AAC38236.1|U81032.1|1|1|merE|merE|broad-spectrum_mercury_transporter_MerE U81032.1:473-709
14021017|BAB47641.1|AB037671.1|1|1|merB|merB|organomercurial_lyase_MerB AB037671.1:38207-37557
325124565|ADY84088.1|CP002177.1|1|1|nreB|nreB|nickel_resistance_MFS_transporter_NreB CP002177.1:3760755-3759505
313585028|ADR70747.1|HM362782.1|1|1|multi_CopA|multi_CopA|laccase-like_oxidase_CopA HM362782.1:1035-2906
2947086|AAC38230.1|U90263.1|1|1|merB|merB|organomercurial_lyase_MerB U90263.1:2014-2673
2944141|AAC38219.1|U80214.1|1|1|MerP_Gneg|MerP_Gneg|mercury_resistance_system_periplasmic_binding_protein_MerP U80214.1:1018-1293
1129093|AAA83973.1|AF138877.1|1|1|merR_Bc1|merR_Bc1|mercury_resistance_transcriptional_regulator_MerR1 AF138877.1:827-1225
2879919|BAA24822.1|AB004659.1|1|1|arsA|arsA|arsenite_efflux_transporter_ATPase_subunit_ArsA AB004659.1:1296-3047
1028104715|WP_063859961.1|NG_048938.1|1|1|blaCTX-M-152|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-152 NG_048938.1:4-876
2879921|BAA24824.1|AB004659.1|1|1|arsC_gluta|arsC_gluta|glutaredoxin-dependent_arsenate_reductase AB004659.1:4397-4822
49282|CAA77936.1|Z11877.1|1|1|SMR_efflux_emrE|SMR_efflux_emrE|multidrug_efflux_SMR_transporter_EmrE Z11877.1:486-818
32815823|AAP88295.1|AY321492.1|1|1|multi_CopA|multi_CopA|laccase-like_oxidase_CopA AY321492.1:1-1695
330847159|AEC46567.1|HM579937.1|1|1|multi_CopA|multi_CopA|laccase-like_oxidase_CopA HM579937.1:1061-2929
313585029|ADR70748.1|HM362782.1|1|1|bind_CopB|bind_CopB|copper-binding_protein_CopB HM362782.1:2903-4171
40218081|AAR82963.1|AY492000.1|1|1|nirA|nirA|nickel_resistance_membrane_nickel_efflux_protein_NirA AY492000.1:310-1380
488871003|WP_002783228.1|NG_049489.1|1|1|blaOXA-193|blaOXA-61_fam|OXA-61_family_class_D_beta-lactamase_OXA-193 NG_049489.1:101-874
40218084|AAR82966.1|AY492000.1|1|1|nirD|nirD|nickel_resistance_OB_fold_protein_NirD AY492000.1:3070-3564
4206629|AAD11748.1|AF067954.1|1|1|silB|silB|Cu(+)/Ag(+)_efflux_RND_transporter_periplasmic_adaptor_subunit_SilB AF067954.1:5814-7106
4154886|AAD05936.1|AE001439.1|1|1|copP|copP|copper-binding_metallochaperone_CopP AE001439.1:383626-383426
392336447|AFM70729.1|CP003504.1|1|1|copA_Ehir|copA_Ehir|copper-translocating_P-type_ATPase_CopA CP003504.1:1790883-1793066
1196706|AAA88371.1|M15049.1|1|1|merE|merE|broad-spectrum_mercury_transporter_MerE M15049.1:1486-1722
229597538|ACQ82816.1|FJ911554.1|1|1|amvA|amvA|multidrug_efflux_MFS_transporter_AmvA FJ911554.1:177-1655
25553416|BAA20338.2|D83080.2|1|1|merB|merB|organomercurial_lyase_MerB D83080.2:4097-4735
392336448|AFM70730.1|CP003504.1|1|1|copB_Ehir|copB_Ehir|copper/silver-translocating_P-type_ATPase_CopB CP003504.1:1793095-1795332
40218082|AAR82964.1|AY492000.1|1|1|nirB|nirB|nickel-sensing_transcriptional_repressor_NirB AY492000.1:1486-1755
1061418|AAB09628.1|U38947.1|1|1|arsC_gluta|arsC_gluta|glutaredoxin-dependent_arsenate_reductase U38947.1:4004-4429
1061415|AAB09625.1|U38947.1|1|1|arsD|arsD|arsenite_efflux_transporter_metallochaperone_ArsD U38947.1:521-883
85676543|BAE77793.1|AP009048.1|1|1|arsR_K-12|arsR_K-12|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR AP009048.1:3991887-3991534
2159997|BAA20336.1|D83080.2|1|1|MerP_Gneg|MerP_Gneg|mercury_resistance_system_periplasmic_binding_protein_MerP D83080.2:1155-1430
150630|AAA88370.1|M15049.1|1|1|merD|merD|mercury_resistance_co-regulator_MerD M15049.1:1124-1489
150729|AAA25638.1|M86824.1|1|1|arsC_thio|arsC_thio|thioredoxin-dependent_arsenate_reductase M86824.1:1894-2289
218963799|ACL13562.1|EU927287.1|1|1|copS|copS|copper_resistance_membrane_spanning_protein_CopS EU927287.1:1252-2640
438853|AAA74436.1|L11616.1|1|1|mexA|mexA|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexA L11616.1:403-1554
619129|CAA58526.1|X83541.1|1|1|pcoB|pcoB|copper-binding_protein_PcoB X83541.1:2090-2980
75707023|ABA25986.1|DQ126685.1|1|1|merF|merF|mercury_resistance_system_transport_protein_MerF DQ126685.1:53947-53702
619132|CAA58529.1|X83541.1|1|1|pcoR|pcoR|copper_response_regulator_transcription_factor_PcoR X83541.1:4389-5069
446875667|WP_000952923.1|NG_051163.1|1|1|mecR1|mecR1|beta-lactam_sensor/signal_transducer_MecR1 NG_051163.1:101-1858
3319233|AAC38671.1|AF031417.2|1|1|ttgB|ttgB|multidrug_efflux_RND_transporter_permease_subunit_TtgB AF031417.2:1167-4319
341579930|AAY90617.2|CP000076.1|1|1|emhA|emhA|efflux_RND_transporter_periplasmic_adaptor_subunit_EmhA CP000076.1:1509914-1508757
68343009|AAY90615.1|CP000076.1|1|1|emhC|emhC|efflux_RND_transporter_outer_membrane_subunit_EmhC CP000076.1:1505610-1504150
190011444|CAQ45062.1|AM743169.1|1|1|emrC|emrC|multidrug_efflux_transporter_outer_membrane_subunit_EmrC AM743169.1:1586491-1587984
15528535|BAB64566.1|AB067769.1|1|1|bexA|bexA|multidrug_efflux_MATE_transporter_BexA AB067769.1:3564-4895
300492223|ADK23698.1|GU565967.1|1|1|qacR|qacR|multidrug-binding_transcriptional_regulator_QacR GU565967.1:21742-21176
821787072|KLB41245.1|JZLN01000017.1|1|1|copL|copL|transcriptional_regulator_CopL JZLN01000017.1:63774-63355
51832761|AAU10477.1|AY147867.2|1|1|adeD|adeD|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_AdeD AY147867.2:753-1877
533119|AAA92037.1|U13078.1|1|1|cph|cph|capreomycin_phosphotransferase U13078.1:206-1051
500187484|WP_011860841.1|NG_048243.1|1|1|tet(M)|tet(M)|tetracycline_resistance_ribosomal_protection_protein_Tet(M) NG_048243.1:101-2020
6502951|AAF14522.1|AF147719.1|1|1|mexX|mexX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MexX AF147719.1:1020-2210
298682350|ADI95411.1|GQ884177.1|1|1|ttgT|ttgT|efflux_transport_transcriptional_regulator_TtgT GQ884177.1:52294-53076
298682348|ADI95409.1|GQ884177.1|1|1|ttgE|ttgE|multidrug_efflux_RND_transporter_permease_subunit_TtgE GQ884177.1:50888-47748
13183097|AAK15050.1|AF238479.1|1|1|ttgR|ttgR|efflux_transport_transcriptional_regulator_TtgR AF238479.1:256-888
295060061|ADF64798.1|CP001919.1|1|1|ncrC|ncrC|Ni(II)/Co(II)_efflux_transporter_permease_subunit_NcrC CP001919.1:77231-76101
28631601|AAO49780.1|U72354.2|1|1|ttgD|ttgD|toluene_efflux_RND_transporter_periplasmic_adaptor_subunit_TtgD U72354.2:9800-8652
550460|AAA80193.1|U14993.1|1|1|mtrC|mtrC|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MtrC U14993.1:251-1489
23347077|AAN29240.1|AE014291.4|1|1|bepD|bepD|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepD AE014291.4:301150-302343
23463682|AAN33535.1|AE014292.2|1|1|bepF|bepF|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_BepF AE014292.2:316678-315443
378937643|AFC62715.1|CP003351.1|1|1|eat(A)|eat(A)|ABC-F_type_ribosomal_protection-like_protein_Eat(A) CP003351.1:659270-660772
2605915|AAD12177.1|AF029405.1|1|1|srpC|srpC|solvent_efflux_RND_transporter_outer_membrane_subunit_SrpC AF029405.1:4592-6004
438189|CAA81047.1|Z25797.1|1|1|mtrR|mtrR|multidrug_efflux_system_transcriptional_repressor_MtrR Z25797.1:60-692
4321267|AAD15665.1|AF041464.1|1|1|tbtM|tbtM|multidrug_efflux_RND_transporter_outer_membrane_channel_subunit_TbtM AF041464.1:5309-6739
45170565|AAO18187.2|AY168756.2|1|1|sdeB|sdeB|multidrug_efflux_RND_transporter_permease_subunit_SdeB AY168756.2:1213-4356
42601196|AAS21297.1|AF041464.1|1|1|tbtR|tbtR|tribuytltin_resistance_regulator_TbtR AF041464.1:797-18
85676370|BAE77620.1|AP009048.1|1|1|emrD|emrD|multidrug_efflux_MFS_transporter_EmrD AP009048.1:3786493-3785309
1035517479|BAA82061.2|LC152290.1|1|1|merB1|merB1|organomercurial_lyase_MerB1 LC152290.1:13614-14270
3513658|AAC33908.1|AF071413.3|1|1|merC|merC|organomercurial_transporter_MerC AF071413.3:18458-18036
37519362|AAQ92182.1|AY349612.1|1|1|emhC|emhC|efflux_RND_transporter_outer_membrane_subunit_EmhC AY349612.1:5229-6689
353892712|EHE72460.1|AGQK01000002.1|1|1|pmrA|pmrA|multidrug_efflux_MFS_transporter_PmrA AGQK01000002.1:304382-305497
115250273|CAJ68095.1|AM180355.1|1|1|vanZ1|vanZ1|glycopeptide_resistance_protein_VanZ1 AM180355.1:1443026-1443535
1360511410|SPD96884.1|LT985229.1|1|1|silC|silC|Cu(+)/Ag(+)_efflux_RND_transporter_outer_membrane_channel_SilC LT985229.1:163949-165334
1360511408|SPD96882.1|LT985229.1|1|1|silS|silS|copper/silver_sensor_histidine_kinase_SilS LT985229.1:163086-161611
1025776103|CZR78671.1|FJOJ01000013.1|1|1|vanT-Cd|vanT-Cd|membrane-bound_serine_racemase_VanT-Cd FJOJ01000013.1:127374-129512
146314413|ABQ18953.1|CP000626.1|1|1|emrD3|emrD3|multidrug_efflux_MFS_transporter_EmrD-3 CP000626.1:942493-941354
31376270|BAC77251.1|AB104882.1|1|1|sdeY|sdeY|multidrug_efflux_RND_transporter_permease_subunit_SdeY AB104882.1:1248-4403
1422049130|AXB64455.1|CP011847.1|1|1|vanS-Cd|vanS-Cd|VanG-Cd-type_vancomycin_resistance_histidine_kinase_VanS CP011847.1:1788279-1789421
11037768|AAG27731.1|AF312031.1|1|1|norM|norM|sodium-coupled_multidrug_efflux_MATE_transporter_NorM AF312031.1:1-1389
190011445|CAQ45063.1|AM743169.1|1|1|emrA-sm|emrA-sm|multidrug_efflux_MFS_transporter_periplasmic_adaptor_subunit_EmrA AM743169.1:1587996-1589177
193934430|ACF30254.1|CP001050.1|1|1|mtrR|mtrR|multidrug_efflux_system_transcriptional_repressor_MtrR CP001050.1:1332867-1333499
20152201|BAB89353.1|AB073019.1|1|1|fieF|fieF|CDF_family_cation-efflux_transporter_FieF AB073019.1:1-903
2605914|AAD12176.1|AF029405.1|1|1|srpB|srpB|solvent_efflux_RND_transporter_permease_subunit_SrpB AF029405.1:1453-4602
157059867|BAF79679.1|AB360548.1|1|1|smdA|smdA|multidrug_efflux_ABC_transporter_permease/ATP-binding_subunit_SmdA AB360548.1:150-1925
157201147|BAF80121.1|AB361065.1|1|1|ssmE|ssmE|multidrug_efflux_SMR_transporter_SsmE AB361065.1:472-804
1574453|AAC23256.1|L42023.1|1|1|hmrM|hmrM|sodium-coupled_multidrug_efflux_MATE_transporter_HmrM L42023.1:1679465-1678071
156713286|BAF76383.1|AB008909.1|1|1|ttgA|ttgA|toluene_efflux_RND_transporter_periplasmic_adaptor_subunit_TtgA AB008909.1:1019-2173
193934432|ACF30256.1|CP001050.1|1|1|mtrF|mtrF|AbgT_family_antimetabolite_efflux_transporter_MtrF CP001050.1:1334103-1335704
1422049129|AXB64454.1|CP011847.1|1|1|vanR-Cd|vanR-Cd|vancomycin_resistance_response_regulator_transcriptoin_factor_VanR-G-Cd CP011847.1:1787588-1788289
1787413|AAC74250.1|U00096.3|1|1|ariR|ariR|biofilm/acid-resistance_regulator_AriR U00096.3:1216369-1216635
13700249|BAB41547.1|BA000018.3|1|1|mepA|mepA|multidrug_efflux_MATE_transporter_MepA BA000018.3:380501-381856
190011446|CAQ45064.1|AM743169.1|1|1|emrB-sm|emrB-sm|multidrug_efflux_MFS_transporter_permease_subunit_EmrB AM743169.1:1589185-1590771
88759144|BAE79899.1|AB251607.1|1|1|smfY|smfY|multidrug_efflux_MFS_transporter_SmfY AB251607.1:233-1705
447023037|WP_001100293.1|NG_055983.1|1|1|tet(38)|tet(38)|tetracycline_efflux_MFS_transporter_Tet(38) NG_055983.1:101-1453
4321265|AAD15663.1|AF041464.1|1|1|tbtA|tbtA|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_TbtA AF041464.1:1009-2157
206570504|ACI12150.1|CP000965.1|1|1|terB|terB|tellurium_resistance_membrane_protein_TerB CP000965.1:149292-148837
23347764|AAN29871.1|AE014291.4|1|1|bepC|bepC|multidrug_efflux_RND_transporter_outer_membrane_subunit_BepC AE014291.4:916167-917537
225692171|ACO06752.1|FJ807391.1|1|1|emhB|emhB|efflux_RND_transporter_permease_subunit_EmhB FJ807391.1:2883-6047
4691718|AAD28042.1|AF124202.1|1|1|blaEC|blaEC|BlaEC_family_class_C_beta-lactamase AF124202.1:180-1313
23821234|CAC86907.1|AJ318529.1|1|1|merB|merB|organomercurial_lyase_MerB AJ318529.1:3950-4588
23347078|AAN29241.1|AE014291.4|1|1|bepE|bepE|multidrug_efflux_RND_transporter_permease_subunit_BepE AE014291.4:302340-305495
1360511409|SPD96883.1|LT985229.1|1|1|silR|silR|copper/silver_response_regulator_transcription_factor_SilR LT985229.1:163759-163079
13774144|BAB43874.1|AP003139.1|1|1|cadD|cadD|cadmium_resistance_transporter_CadD AP003139.1:4501-5118
2605916|AAD12178.1|AF029405.1|1|1|srpA|srpA|solvent_efflux_RND_transporter_periplasmic_adaptor_subunit_SrpA AF029405.1:291-1439
5702378|AAD47284.1|AF168355.1|1|1|terZ|terZ|tellurium_resistance-associated_protein_TerZ AF168355.1:987-1571
328886076|CCA59315.1|FR845719.1|1|1|helR|helR|RNA_polymerase_recycling_motor_ATPase_HelR FR845719.1:6561339-6559171
5532286|AAD44693.1|AF128627.1|1|1|mtrA_Ngon|mtrA_Ngon|efflux_transporter_MtrCDE_transcriptional_activator_MtrA AF128627.1:1-906
1391852856|WP_109545041.1|NG_056002.2|1|1|aph(3'')-Ib|aph(3'')-Ib|aminoglycoside_O-phosphotransferase_APH(3'')-Ib NG_056002.2:101-928
4321266|AAD15664.1|AF041464.1|1|1|tbtB|tbtB|multidrug_efflux_RND_transporter_permease_subunit_TbtB AF041464.1:2172-5312
1242498558|PBI24747.1|MOTD01000025.1|1|1|vanG-Cd|vanG-Cd|D-alanine--D-serine_ligase_VanG-Cd MOTD01000025.1:12053-13153
51832760|AAN38824.2|AY147867.2|1|1|adeE|adeE|multidrug_efflux_RND_transporter_permease_subunit_AdeE AY147867.2:1887-4997
6560606|AAF16682.1|AF061937.1|1|1|srpR|srpR|solvent_efflux_transporter_antirepressor_SrpR AF061937.1:843-1484
23463681|AAN33534.1|AE014292.2|1|1|bepG|bepG|multidrug_efflux_RND_transporter_permease_subunit_BepG AE014292.2:315439-312215
496684919|AGL46515.1|KC543497.1|1|1|merF|merF|mercury_resistance_system_transport_protein_MerF KC543497.1:450670-450425
488317802|WP_002387187.1|NG_047930.1|1|1|lsa(A)|lsa(A)|ABC-F_type_ribosomal_protection_protein_Lsa(A) NG_047930.1:101-1597
697410288|KGL71342.1|ASRI01000010.1|1|1|silF|silF|Cu(+)/Ag(+)_efflux_RND_transporter_periplasmic_metallochaperone_SilF ASRI01000010.1:31365-31718
95110417|CAK15125.1|CT573326.1|1|1|mexE|mexE|MexE_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit CT573326.1:2405429-2404188
154103681|ABS58643.1|EF507685.1|1|1|blaEC|blaEC|BlaEC_family_class_C_beta-lactamase EF507685.1:1-1134
157059868|BAF79680.1|AB360548.1|1|1|smdB|smdB|multidrug_efflux_ABC_transporter_permease/ATP-binding_subunit_SmdB AB360548.1:1918-3696
156713287|BAF76384.1|AB008909.1|1|1|ttgB|ttgB|multidrug_efflux_RND_transporter_permease_subunit_TtgB AB008909.1:2177-5329
5091480|AAD39553.1|AF031417.2|1|1|ttgA|ttgA|toluene_efflux_RND_transporter_periplasmic_adaptor_subunit_TtgA AF031417.2:9-1163
150954280|ABR76310.1|CP000647.1|1|1|kdeA|kdeA|multidrug_efflux_MFS_transporter_KdeA CP000647.1:980459-981691
14582623|AAK69562.1|HM626202.1|1|1|srpS|srpS|solvent_efflux_transporter_transcriptional_repressor_SrpS HM626202.1:89110-88331
5852501|AAD54074.1|AF132910.1|1|1|farB|farB|fatty_acid_resistance_MFS_efflux_transporter_permease_subunit_FarB AF132910.1:1-1524
256260357|ACU65296.1|FJ948173.1|1|1|merA|merA|mercury(II)_reductase FJ948173.1:52703-51018
291610025|EFF39147.1|GG749401.1|1|1|norM|norM|sodium-coupled_multidrug_efflux_MATE_transporter_NorM GG749401.1:70103-71482
6560605|AAF16681.1|AF061937.1|1|1|srpS|srpS|solvent_efflux_transporter_transcriptional_repressor_SrpS AF061937.1:58-837
85675040|BAA15331.2|AP009048.1|1|1|asr|asr|acid_resistance_repetitive_basic_protein_Asr AP009048.1:1673090-1673398
24052216|AAN43435.1|AE005674.2|1|1|ipaH2|ipaH2|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2 AE005674.2:1917922-1919673
46981094|CAE82670.1|AJ616256.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG AJ616256.1:1-849
471302|CAA83535.1|Z32523.1|1|1|aggR|aggR|aggregative_adherence_transcriptional_regulator_AggR Z32523.1:1208-2005
295096493|CBK85583.1|FP929040.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN FP929040.1:1957165-1954985
29895498|AAP08785.1|AE016877.1|1|1|nheC|nheC|non-hemolytic_enterotoxin_NHE_subunit_C AE016877.1:1767762-1768841
298162636|ADI59685.1|HM099896.1|1|1|astA|astA|heat-stable_enterotoxin_EAST1 HM099896.1:1-117
45774522|AAS76847.1|AY569976.1|1|1|fedA|fedA|F18_fimbrial_major_subunit_FedA AY569976.1:1-516
436946|AAA18786.1|U04208.1|1|1|cdtB_II|cdtB_II|cytolethal_distending_toxin_type_II_nuclease_subunit_CdtB U04208.1:1181-1990
4335912|AAD17513.1|AF055310.1|1|1|f17g|f17g|F17G_fimbrial_adhesin AF055310.1:1-1032
42735739|AAS39677.1|AE017194.1|1|1|cerA|cerA|phospholipase_CerA AE017194.1:768953-769804
32400303|BAC78640.1|AB083044.1|1|1|stxB1a|stxB1a|Shiga_toxin_Stx1a_subunit_B AB083044.1:958-1227
42299|CAA43568.1|X61239.1|1|1|papE|papE|P_fimbrial_minor_subunit_PapE X61239.1:7536-8057
31322346|AAO74585.1|AY212780.1|1|1|hlyIIR|hlyIIR|hemolysin_II_regulator_HlyIIR AY212780.1:297-902
3337077|BAA31836.1|AB011549.2|1|1|espP|espP|serine_protease_autotransporter_EspP AB011549.2:80757-84659
33391900|AAQ17546.1|AY332411.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A AY332411.1:55-1014
3249033|AAC69318.1|AF070069.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AF070069.1:1311-2927
3337056|BAA31815.1|AB011549.2|1|1|toxB|toxB|toxin_B AB011549.2:55981-65490
4574220|AAD23953.1|AF097644.1|1|1|pic_auto|pic_auto|serine_protease_autotransporter_toxin_Pic AF097644.1:986-5104
284924620|CBG27804.1|FN554767.1|1|1|aggR|aggR|aggregative_adherence_transcriptional_regulator_AggR FN554767.1:41877-41080
284923740|CBG36837.1|FN554766.1|1|1|eilA|eilA|HilA_family_transcriptional_regulator_EilA FN554766.1:4257522-4259219
383472743|EID64799.1|AGIA01000141.1|1|1|cnf2|cnf2|cytotoxic_necrotizing_factor_CNF2 AGIA01000141.1:4778-7822
306029984|ADM83435.1|GQ845116.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA GQ845116.1:1-1326
309706226|CBJ04488.1|FN649418.1|1|1|cfaC|cfaC|CFA/I_pilus_usher_protein_CfaC FN649418.1:39148-41757
26111414|AAN83596.1|AE014075.1|1|1|ireA|ireA|TonB-dependent_siderophore_receptor_IreA AE014075.1:4935990-4938038
33518934|AAQ20107.1|AY283611.1|1|1|cfaC|cfaC|CFA/I_pilus_usher_protein_CfaC AY283611.1:2401-5016
270269184|ACZ66176.1|GQ900475.1|1|1|sel31|sel31|staphylococcal_enterotoxin_type_31 GQ900475.1:39903-39133
290760718|ADD54679.1|CP001846.1|1|1|espX1|espX1|type_III_secretion_system_effector_EspX1 CP001846.1:24732-23311
